"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","Container"
"210","rabbit","bag","1",0.18898747147229,"big","standard","cco",1,"haddock_model.wppl",1,0,0,"allow","bag1"
"34","rabbit","box","2",0.384473512214209,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"allow","box2"
"113","rabbit","bag","2",0.384473512214208,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"allow","bag2"
"211","rabbit","bag","1",0.231052975571583,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"allow","bag1"
"41","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"allow","box2"
"114","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"allow","bag2"
"35","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"allow","box1"
"212","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"allow","bag1"
"213","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0,"allow","box2"
"115","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0,"allow","bag2"
"116","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0,"allow","bag2"
"214","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0,"allow","box2"
"215","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0,"allow","box2"
"117","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0,"allow","bag2"
"118","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0,0,"allow","box2"
"119","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0,"allow","bag2"
"216","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0,"allow","box2"
"120","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0,0,"allow","box2"
"121","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0,0,"allow","box2"
"122","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0,"allow","bag2"
"217","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0,"allow","box2"
"123","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0,0,"allow","box2"
"124","rabbit","bag","2",0.409961308264507,"big","bumford","cco",1,"haddock_model.wppl",1,0,1,"allow","bag2"
"36","rabbit","box","2",0.367232599928397,"big","bumford","cco",1,"haddock_model.wppl",1,0,1,"allow","box2"
"218","rabbit","bag","1",0.222806091807097,"big","bumford","cco",1,"haddock_model.wppl",1,0,1,"allow","bag1"
"125","rabbit","bag","2",0.395406077529848,"big","bumford","cco",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"37","rabbit","box","2",0.366970918882173,"big","bumford","cco",2,"haddock_model.wppl",1,0,1,"allow","box2"
"219","rabbit","bag","1",0.237623003587978,"big","bumford","cco",2,"haddock_model.wppl",1,0,1,"allow","bag1"
"42","rabbit","box","2",0.38871337979132,"big","bumford","cco",3,"haddock_model.wppl",1,0,1,"allow","box2"
"126","rabbit","bag","2",0.287865174224254,"big","bumford","cco",3,"haddock_model.wppl",1,0,1,"allow","bag2"
"38","rabbit","box","1",0.166972256406533,"big","bumford","cco",3,"haddock_model.wppl",1,0,1,"allow","box1"
"220","rabbit","bag","1",0.156449189577893,"big","bumford","cco",3,"haddock_model.wppl",1,0,1,"allow","bag1"
"127","rabbit","bag","2",0.639334637063884,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,1,"allow","bag2"
"221","rabbit","box","2",0.360665362936116,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,1,"allow","box2"
"128","rabbit","bag","2",0.754036714384735,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"222","rabbit","box","2",0.245963285615265,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,1,"allow","box2"
"223","rabbit","box","2",0.579975117521265,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,1,"allow","box2"
"129","rabbit","bag","2",0.420024882478735,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,1,"allow","bag2"
"130","rabbit","bag","2",0.637127141176607,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,1,"allow","bag2"
"224","rabbit","box","2",0.362872858823393,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,1,"allow","box2"
"131","rabbit","bag","2",0.549516004391113,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"225","rabbit","box","2",0.450483995608887,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,1,"allow","box2"
"226","rabbit","box","2",0.581502856808318,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,1,"allow","box2"
"132","rabbit","bag","2",0.418497143191682,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,1,"allow","bag2"
"133","rabbit","box","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0,1,"allow","box2"
"134","rabbit","bag","2",0.754036714384735,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"227","rabbit","box","2",0.245963285615265,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,1,"allow","box2"
"135","rabbit","box","2",1,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0,1,"allow","box2"
"39","rabbit","box","2",0.550713935664444,"big","standard","cco",1,"haddock_model.wppl",1,0,1,"allow","box2"
"136","rabbit","bag","2",0.277610246627431,"big","standard","cco",1,"haddock_model.wppl",1,0,1,"allow","bag2"
"228","rabbit","bag","1",0.171675817708125,"big","standard","cco",1,"haddock_model.wppl",1,0,1,"allow","bag1"
"310","rabbit","box","2",0.428326722707445,"big","standard","cco",2,"haddock_model.wppl",1,0,1,"allow","box2"
"137","rabbit","bag","2",0.357081680676861,"big","standard","cco",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"229","rabbit","bag","1",0.214591596615694,"big","standard","cco",2,"haddock_model.wppl",1,0,1,"allow","bag1"
"43","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0,1,"allow","box2"
"138","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0,1,"allow","bag2"
"311","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0,1,"allow","box1"
"230","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0,1,"allow","bag1"
"231","rabbit","box","2",0.608627654393108,"bigger","standard","cco",1,"haddock_model.wppl",1,0,1,"allow","box2"
"139","rabbit","bag","2",0.391372345606892,"bigger","standard","cco",1,"haddock_model.wppl",1,0,1,"allow","bag2"
"140","rabbit","bag","2",0.52653356357205,"bigger","standard","cco",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"232","rabbit","box","2",0.47346643642795,"bigger","standard","cco",2,"haddock_model.wppl",1,0,1,"allow","box2"
"233","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0,1,"allow","box2"
"141","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0,1,"allow","bag2"
"142","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0,1,"allow","box2"
"234","rabbit","box","2",0.6,"big","standard","no-cc",2,"haddock_model.wppl",1,0,1,"allow","box2"
"143","rabbit","bag","2",0.4,"big","standard","no-cc",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"144","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0,1,"allow","box2"
"145","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0,1,"allow","box2"
"146","rabbit","bag","2",0.526533563572051,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,1,"allow","bag2"
"235","rabbit","box","2",0.473466436427949,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,1,"allow","box2"
"147","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0,1,"allow","box2"
"312","rabbit","box","2",0.44410151341073,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","box2"
"148","rabbit","bag","2",0.348440139073569,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2"
"236","rabbit","bag","1",0.207458347515701,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","bag1"
"313","rabbit","box","2",0.412582764837645,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","box2"
"149","rabbit","bag","2",0.366915757517533,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"237","rabbit","bag","1",0.220501477644822,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","bag1"
"44","rabbit","box","2",0.410573111182936,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","box2"
"150","rabbit","bag","2",0.258911197315171,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2"
"314","rabbit","box","1",0.176362127876505,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","box1"
"238","rabbit","bag","1",0.154153563625389,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","bag1"
"151","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2"
"152","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"153","rabbit","bag","2",0.561226570562265,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2"
"239","rabbit","box","2",0.438773429437735,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","box2"
"240","rabbit","box","2",0.636258294488274,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2"
"154","rabbit","bag","2",0.363741705511726,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"allow","bag2"
"241","rabbit","box","2",0.567455842503353,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2"
"155","rabbit","bag","2",0.432544157496647,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"242","rabbit","box","2",0.727272727272727,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2"
"156","rabbit","bag","2",0.272727272727273,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","bag2"
"157","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"allow","bag2"
"158","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"159","rabbit","bag","2",0.568141957902044,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","bag2"
"243","rabbit","box","2",0.431858042097956,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2"
"315","rabbit","box","2",0.505408284055052,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","box2"
"160","rabbit","bag","2",0.305604244472658,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2"
"244","rabbit","bag","1",0.18898747147229,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","bag1"
"316","rabbit","box","2",0.384473512214209,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","box2"
"161","rabbit","bag","2",0.384473512214208,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"245","rabbit","bag","1",0.231052975571583,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","bag1"
"45","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","box2"
"162","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2"
"317","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","box1"
"246","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","bag1"
"247","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","box2"
"163","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2"
"164","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"248","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","box2"
"249","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","box2"
"165","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2"
"166","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2"
"167","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"250","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2"
"168","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2"
"169","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2"
"170","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"251","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2"
"171","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2"
"172","rabbit","bag","2",0.38542393910194,"big","bumford","cco",1,"haddock_model.wppl",1,1,1,"allow","bag2"
"318","rabbit","box","2",0.382951917343515,"big","bumford","cco",1,"haddock_model.wppl",1,1,1,"allow","box2"
"252","rabbit","bag","1",0.231624143554545,"big","bumford","cco",1,"haddock_model.wppl",1,1,1,"allow","bag1"
"173","rabbit","bag","2",0.38542393910194,"big","bumford","cco",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"319","rabbit","box","2",0.382951917343515,"big","bumford","cco",2,"haddock_model.wppl",1,1,1,"allow","box2"
"253","rabbit","bag","1",0.231624143554545,"big","bumford","cco",2,"haddock_model.wppl",1,1,1,"allow","bag1"
"46","rabbit","box","2",0.388518844247567,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"allow","box2"
"174","rabbit","bag","2",0.277703768849513,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"allow","bag2"
"254","rabbit","bag","1",0.16688869345146,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"allow","bag1"
"320","rabbit","box","1",0.16688869345146,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"allow","box1"
"175","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,1,"allow","bag2"
"176","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"177","rabbit","bag","2",0.556041065491848,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,1,"allow","bag2"
"255","rabbit","box","2",0.443958934508152,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,1,"allow","box2"
"178","rabbit","bag","2",0.504050800397687,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"allow","bag2"
"256","rabbit","box","2",0.495949199602313,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"allow","box2"
"179","rabbit","bag","2",0.504050800397687,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"257","rabbit","box","2",0.495949199602313,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"allow","box2"
"258","rabbit","box","2",0.666666666666667,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"allow","box2"
"180","rabbit","bag","2",0.333333333333333,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"allow","bag2"
"181","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"allow","bag2"
"182","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"183","rabbit","bag","2",0.556041065491848,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"allow","bag2"
"259","rabbit","box","2",0.443958934508152,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"allow","box2"
"321","rabbit","box","2",0.550713935664444,"big","standard","cco",1,"haddock_model.wppl",1,1,1,"allow","box2"
"184","rabbit","bag","2",0.277610246627431,"big","standard","cco",1,"haddock_model.wppl",1,1,1,"allow","bag2"
"260","rabbit","bag","1",0.171675817708125,"big","standard","cco",1,"haddock_model.wppl",1,1,1,"allow","bag1"
"322","rabbit","box","2",0.428326722707445,"big","standard","cco",2,"haddock_model.wppl",1,1,1,"allow","box2"
"185","rabbit","bag","2",0.357081680676861,"big","standard","cco",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"261","rabbit","bag","1",0.214591596615694,"big","standard","cco",2,"haddock_model.wppl",1,1,1,"allow","bag1"
"47","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"allow","box2"
"186","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"allow","bag2"
"323","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"allow","box1"
"262","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"allow","bag1"
"263","rabbit","box","2",0.608627654393108,"bigger","standard","cco",1,"haddock_model.wppl",1,1,1,"allow","box2"
"187","rabbit","bag","2",0.391372345606892,"bigger","standard","cco",1,"haddock_model.wppl",1,1,1,"allow","bag2"
"188","rabbit","bag","2",0.52653356357205,"bigger","standard","cco",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"264","rabbit","box","2",0.47346643642795,"bigger","standard","cco",2,"haddock_model.wppl",1,1,1,"allow","box2"
"265","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,1,1,"allow","box2"
"189","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,1,1,"allow","bag2"
"190","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,1,"allow","box2"
"266","rabbit","box","2",0.6,"big","standard","no-cc",2,"haddock_model.wppl",1,1,1,"allow","box2"
"191","rabbit","bag","2",0.4,"big","standard","no-cc",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"192","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,1,"allow","box2"
"193","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,1,"allow","box2"
"194","rabbit","bag","2",0.526533563572051,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,1,"allow","bag2"
"267","rabbit","box","2",0.473466436427949,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,1,"allow","box2"
"195","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,1,"allow","box2"
"196","rabbit","bag","2",0.642672805354991,"big","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"268","rabbit","box","2",0.35732719464501,"big","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"197","rabbit","bag","2",0.646612145338171,"big","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"269","rabbit","box","2",0.353387854661829,"big","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"270","rabbit","box","2",0.50429904196022,"big","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"198","rabbit","bag","2",0.49570095803978,"big","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"199","rabbit","bag","2",0.614494234590176,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"271","rabbit","box","2",0.385505765409824,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1100","rabbit","bag","2",0.733807056012293,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"272","rabbit","box","2",0.266192943987707,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"273","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1101","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1102","rabbit","bag","2",0.637127141176607,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"274","rabbit","box","2",0.362872858823393,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1103","rabbit","bag","2",0.646612145338171,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"275","rabbit","box","2",0.353387854661829,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"276","rabbit","box","2",0.510314473685999,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1104","rabbit","bag","2",0.489685526314001,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1105","rabbit","box","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1106","rabbit","bag","2",0.733807056012293,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"277","rabbit","box","2",0.266192943987707,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1107","rabbit","box","2",1,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"278","rabbit","box","2",0.633620689655172,"big","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1108","rabbit","bag","2",0.366379310344828,"big","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1109","rabbit","bag","2",0.5,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"279","rabbit","box","2",0.5,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"280","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1110","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"281","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1111","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1112","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"282","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"283","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1113","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1114","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1115","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"284","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1116","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1117","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1118","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"285","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
